	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
EMX2	134.05768	0.0	0.0	0.0	0.335	0.00041666668	2.07	0.0	0.038448274	5.8	0.009	0.057419356	0.0	0.0	0.01	0.0	0.01109375	0.00038461538	0.0825	0.0	0.45	0.00081818184	0.0	0.045	0.000625	0.05	0.0	0.01	0.0	0.0	1.155	0.04	0.0025	0.12	0.029	2.123	0.13705882	0.32666665	0.165	0.0	0.005	9.025	0.18	0.1	1.59875	0.1275	0.01	6.555492	0.005	0.0875	0.05	0.0025	0.244	0.11	0.44	0.009	0.057419356	0.034285713	0.064666666	0.047857143	0.00038461538	78.06154	0.69	7.9	0.29285714	0.09	0.006666667	2.02375	0.0	0.0	0.024615385	0.026666667	5.675	3.6175	0.0275	24.654	0.035	0.013571428	1.43875	0.14	1.178	0.15	0.32333332	0.0	0.014444444	0.075	0.054545455	0.348	0.011538462	0.062058825	0.255	0.84125	0.085	7.95	0.006666667	0.21	0.045	0.055	0.0225	0.2525	0.003	0.0	1.4383334	6.615556	0.03
EN1	119.23617	0.02	0.0	0.0	0.0	0.00125	0.115	0.97	0.0	2.2175	0.05	0.04935484	0.0	0.0	0.0	0.0	0.0009375	0.01076923	0.055	0.0010526315	0.0	0.85809094	0.0	0.01	0.0	1.6475	0.0	0.282	0.76	0.0	0.0	1.5275	0.0	0.03	0.07066666	0.527	0.037352942	0.39833334	0.005	0.0	0.0	0.0	0.15666667	0.23666666	0.00375	0.00125	0.0	0.012459016	0.0125	0.0	0.0125	0.005	2.251	0.0175	1.43	0.05	0.04935484	0.0	0.012	0.005	0.01076923	0.0038461538	0.050714284	0.0	0.0007142857	0.0	0.0	5.3175	0.0	0.05	0.005384615	0.0	3.8315	4.92	0.0725	0.11133333	0.0028571428	0.0	0.0075	0.015	1.319	0.0	0.0033333334	0.0025	0.0	0.1	0.0027272727	0.362	0.00076923077	0.006470588	0.08	2.6725	0.0	0.195	0.01	0.10928571	0.01	0.025	0.0	0.00625	0.004	0.0	0.038333334	0.0044444446	0.0
EN2	140.16425	0.01	0.005	0.025	0.005	0.0	0.565	1.325	0.0	0.0025	0.002	0.014193549	0.005	0.05	0.11333334	0.0	0.0003125	0.0	0.9325	0.009473684	0.0	0.01590909	0.0	0.0	1.70125	0.58	0.0033333334	1.212	0.532	0.0	0.315	0.02	0.00375	0.135	0.007	0.028	0.026176471	0.018333333	0.0033333334	0.0	0.0	0.08	0.01	5.0	0.0075	0.0	0.01	0.06557377	0.0175	0.01	0.0025	0.0025	0.192	0.015	11.82	0.002	0.014193549	0.004285714	0.009333333	0.012142858	0.0	0.12	0.008571428	0.12	0.002142857	0.04	0.0033333334	0.0475	0.013333334	0.0	0.0069230767	0.006666667	0.572	0.205	0.005	0.39733332	0.01	0.004285714	0.0175	0.04	0.323	0.0	0.055	0.00125	0.0022222223	0.005	0.0036363637	0.062	0.0088461535	0.004705882	0.0025	0.0625	0.0	0.459	0.01	0.01	0.02	0.0125	0.0	0.03	0.001	0.03	0.015	0.025555555	0.04
EOMES	151.07109	0.01	0.005	0.05	0.0	0.0	0.21	0.28	19.934828	0.0025	0.045	0.19064516	11.195	0.845	0.5233333	0.32722223	0.084375	0.0026923076	4.27	0.0	2.82	0.00054545456	0.155	0.435	0.468125	0.045	0.0	1.372	0.086	0.01	0.0	0.0	0.0	0.155	31.898666	1.066	0.11588235	0.10333333	0.21	0.0	0.01	0.09	0.03	5.048333	0.35625	0.17	0.05	0.03180328	0.025	0.0325	0.0075	0.035	0.004	0.0225	25.17	0.045	0.19064516	0.03142857	0.09933333	0.061428573	0.0026923076	0.14384615	0.5857143	0.02	0.2992857	0.05	0.20888889	0.0125	0.39	0.63	0.46615386	0.10666667	0.2105	0.095	0.0425	0.27666667	0.080714285	0.047857143	1.5325	0.065	0.023	0.03	0.053333335	0.12875	0.1261111	0.015	0.32545453	0.075	2.8284616	0.16588235	0.025	0.0075	0.185	0.477	0.14666666	1.0221429	0.103125	0.0375	0.0125	0.0775	0.13	0.4	0.08	0.05888889	0.02
EP300	411.17383	37.575	19.405	56.1275	9.835	21.410418	35.18	28.88	24.785	5.45875	35.579	41.76129	12.8625	61.245	18.93	14.991111	15.784843	13.178461	7.6875	12.853158	30.4075	23.195726	16.2675	22.435	18.065	3.865	29.33	25.17	5.52	25.365	12.8275	7.3875	9.434375	114.805	29.232666	10.118	15.586177	15.59	10.398334	4.49	1.71	13.3325	4.375	8.5616665	21.3775	30.76625	24.505	24.065737	20.9425	8.565	9.43875	11.1075	12.25	15.15	35.99	35.579	41.76129	14.145	11.770667	11.723572	13.178461	33.653076	37.805	2.62	49.82857	9.54	10.168889	23.2975	25.35	24.94	17.414616	28.38	27.159	12.35	5.8525	26.010666	5.4271426	31.346428	22.47875	28.085	11.984	9.105	9.881667	13.45625	5.5533333	1.81	28.741817	15.297	20.111155	14.874118	5.04	32.01	1.8675	41.963	9.138333	30.620714	16.27125	3.88875	5.11	35.25625	11.673	27.25	14.43	9.388889	4.075
EPAS1	388.2515	0.36	413.815	22.3725	343.6425	10.897917	31.695	9.65	3.4936206	21.4475	1.01	1.3322581	0.435	0.555	30.443333	110.58278	52.5075	39.567307	0.5775	106.19053	2.1625	4.862727	0.0	71.98	24.169374	13.5625	0.068333335	58.896	12.892	61.485	7.6375	4.53	116.22312	1.09	3.226	193.482	40.40912	196.89333	131.45	163.45	3.5925	48.88	9.6883335	3.5266666	366.97876	494.01376	49.875	40.401886	59.8275	27.245	19.14875	22.56875	26.796	28.41	16.19	1.01	1.3322581	45.512142	91.06133	87.36643	39.567307	50.846153	31.26357	6.46	183.015	74.74	31.481667	49.57875	300.27335	480.51	220.97308	62.893333	25.155	16.815	48.78875	47.397335	27.800714	467.03714	408.5125	43.31	49.283	74.16	86.59167	49.115	13.583333	0.6125	35.32318	16.103	53.95423	16.05647	24.93875	36.56625	0.3325	43.846	58.601665	11.666429	49.776875	10.725	10.085	646.3375	134.982	550.37	50.72333	21.974445	9.075
ERF	240.62616	72.19	24.4225	109.0075	40.3975	27.620417	61.74	46.54	17.880173	10.45625	19.467	30.492903	24.9275	55.995	43.823334	38.98111	42.75422	31.340769	9.4625	50.972107	28.4175	25.038637	12.3	13.185	51.4825	41.56	11.93	56.274	6.366	29.56	16.3625	7.96	66.186874	50.83	40.655334	17.145	10.317941	7.875	15.678333	4.86	0.685	9.29	1.37	4.06	6.50875	10.1775	20.235	15.0334425	11.3875	15.91	3.74	5.0175	6.074	8.00625	17.53	19.467	30.492903	10.304286	14.781333	14.592857	31.340769	42.254616	39.944286	6.29	32.34857	12.17	7.3094444	11.21	17.79	12.11	13.96077	17.693333	29.8305	14.3975	3.54875	26.066	7.9735713	6.9657145	8.81875	14.435	6.718	8.0825	16.846666	8.6825	7.2555556	0.435	30.348637	15.34	14.372308	17.196177	0.77875	11.32125	0.305	29.578	5.12	30.056429	6.216875	1.5975	1.77625	13.1275	4.804	18.61	15.076667	8.074445	1.825
ERG	311.8678	0.045	0.0	0.665	0.0	13.585834	0.0	0.015	0.00051724137	0.6275	0.46	1.1825806	0.2625	0.065	0.036666665	0.014444444	0.00140625	0.0	0.25	0.008947369	2.01	0.01690909	0.0	0.0	0.586875	2.215	0.0	0.596	0.0	0.015	0.0	0.1725	0.0125	2.18	1.94	14.57	3.1591177	0.50333333	19.36	2.69	0.19	1.5075	0.78833336	0.21333334	1.27	11.03875	1.76	2.6444263	1.5	1.5375	1.09125	1.5175	1.983	2.195	0.8	0.46	1.1825806	5.2042856	5.792	6.8435717	0.0	11.362308	7.4807143	0.37	25.655	6.3	2.3016667	2.31875	9.323334	12.85	8.665384	1.9433334	10.9275	8.305	3.37375	5.222	1.2178571	2.9385715	6.6925	1.2725	3.951	2.5375	4.88	1.50375	1.12	0.305	4.231818	2.911	15.511154	4.0964704	1.15625	1.40375	0.03	3.1	14.698334	5.46	2.495	0.685	0.215	0.5225	2.834	12.69	5.0033336	3.9155555	0.85
ESR1	560.10205	0.06	0.0075	0.8575	0.0	598.29706	0.005	0.165	0.31534484	0.0675	0.112	0.06774194	0.005	0.09	0.023333333	0.05666667	0.00953125	0.053846154	0.005	0.0031578948	0.125	0.08463636	1.295	0.02	61.615623	0.015	0.008333334	0.002	0.86	0.64	0.005	0.0	0.01875	0.09	0.087	0.926	0.7535294	1.7016667	0.96	0.235	0.0575	0.075	2.4366667	1.5516666	2.36375	1.605	0.105	0.4482787	6.565	0.055	0.13125	0.125	0.286	0.26875	0.05	0.112	0.06774194	0.28642857	0.41	0.4264286	0.053846154	1.15	0.46142858	0.05	1.0621428	0.58	2.7916667	0.395	1.2766666	1.26	0.40153846	0.34333333	1.553	0.9975	0.3925	7.8086667	0.205	0.13428572	2.37	0.745	0.854	0.145	0.655	7.6875	0.08166666	0.06	0.23181818	0.365	0.7276923	0.26735294	0.235	0.5525	0.0	3.99	0.5133333	1.11	0.603125	0.2275	0.0175	1.9975	0.365	1.96	0.9483333	16.503334	2.055
ESR2	383.7659	0.27	0.04	0.225	0.005	0.029166667	0.09	0.035	2.705862	0.0	0.196	0.21322581	0.02	0.06	0.11666667	0.08888889	0.0128125	0.0023076923	0.005	0.021052632	0.5125	0.88772726	25.7775	0.16	0.115	0.0	9.531667	0.058	0.104	0.045	5.3875	0.055	0.138125	0.175	0.20933333	0.454	2.9985294	2.4033334	0.02	0.0	0.0	0.0925	0.09	0.76666665	5.745	14.36	0.245	0.47983608	28.385	0.115	0.0325	0.0825	0.024	0.0625	0.42	0.196	0.21322581	0.22857143	0.24333334	0.28785715	0.0023076923	0.8230769	0.3642857	0.02	1.3585714	0.37	0.050555557	0.095	0.15333334	0.1	0.2976923	0.16333333	0.352	0.17	0.1575	5.2526665	0.08214286	0.042142857	5.09625	1.96	0.272	0.065	0.10166667	0.00625	0.08111111	0.045	0.21818182	0.26	1.2346153	0.2217647	0.39875	0.1325	0.025	8.062	0.083333336	1.5035714	0.083125	0.0625	0.025	22.76375	0.131	0.44	0.5566667	0.52555555	0.09
ESRRA	166.29453	27.69	5.185	28.1925	10.7125	25.455833	30.19	23.52	9.746207	8.7275	12.822	16.92645	24.61	19.705	29.79	33.422222	15.945937	8.958846	3.485	12.573158	17.95	31.74391	6.835	24.175	21.29875	22.615	17.636667	52.512	23.892	26.845	10.4975	17.825	27.75375	12.62	29.47	25.99	13.020588	3.2066667	8.621667	5.025	2.0175	9.815	2.1466668	2.2666667	5.31625	11.65625	66.005	10.68877	6.765	49.495	8.5825	23.19125	93.793	14.2375	8.84	12.822	16.92645	25.792143	76.03533	67.43072	8.958846	23.565384	49.123573	3.49	10.796429	77.4	14.001111	25.4725	25.153334	16.2	23.626154	62.123333	29.293	13.9825	4.46875	5.0126667	13.676429	15.995	9.20875	9.4275	176.266	46.5175	64.128334	15.43	22.783333	0.97	60.03909	7.556	12.363077	18.730883	1.8825	19.46	0.2825	5.325	4.0733333	18.07643	8.084375	1.3375	11.26625	19.7125	8.312	17.92	15.29	1.9033333	1.815
ESRRB	208.60123	0.395	0.005	0.27	0.0	0.13541667	0.0	0.1	0.46465516	0.0075	0.267	0.16741936	0.475	0.03	0.49	0.008333334	0.20609374	0.005	0.0975	0.013157895	0.155	14.2846365	0.0175	0.095	0.084375	0.0025	0.09	0.016	0.006	0.01	0.0975	0.0075	0.045625	0.16	0.38666666	0.244	0.04117647	0.295	0.075	0.075	0.0	0.1825	0.013333334	1.3783333	0.01625	1.635	0.06	0.22237705	2.0325	0.03	0.015	0.0	1.582	0.03	4.54	0.267	0.16741936	3.6535714	3.458	2.7671428	0.005	6.670769	0.23357143	0.04	0.33142856	6.14	0.045	0.13	0.06333333	0.02	0.04307692	0.06333333	2.1905	1.9625	0.02	0.046	0.13285714	0.012142858	0.715	0.0375	1.611	3.4225	3.295	0.0425	0.013888889	0.12	0.083636366	1.95	0.2623077	1.122353	0.00625	0.025	0.0	1.021	0.13166666	0.395	0.0125	0.0325	0.0075	0.1225	0.052	0.02	0.02	0.006666667	0.035
ESRRG	448.4437	0.015	0.155	33.15	0.02	0.0025	3.3	0.44	0.0031034483	0.0025	0.82	0.6425806	0.665	0.21	0.0	0.015555556	0.00203125	0.011153846	0.225	0.11263158	0.32	0.0007272727	0.025	0.095	0.08125	0.04	0.006666667	0.056	0.538	0.0	0.385	0.0	1.86875	0.625	0.8756667	0.829	2.0347059	0.33666667	0.046666667	0.0	0.565	4.35	0.26666668	15.3116665	1.02125	14.5875	0.07	6.5958195	1.535	0.08	0.5475	0.055	1.745	0.79	75.33	0.82	0.6425806	14.992143	10.897333	11.73	0.011153846	21.656923	5.865	0.2	1.0285715	21.29	0.11777778	1.51625	0.5233333	0.66	0.43307692	0.26333332	13.5025	6.6	0.0325	0.43933332	2.2835715	35.350716	6.58375	2.1475	5.013	7.0275	10.87	0.15875	0.065	0.815	5.144091	11.626	1.0588461	24.530588	0.04	1.2075	0.19	1.291	0.0033333334	0.885	2.54375	0.0875	0.03	12.145	0.134	0.1	1.1933334	0.6533333	0.04
ESX1	61.483562	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0017241379	0.0	0.004	0.0061290325	0.0	0.01	0.0	0.007222222	0.0	0.00076923077	0.0	0.002105263	0.0	0.0	0.0	0.0	0.00625	0.0	0.0	0.54	0.0	0.745	0.0	0.0	0.0	0.015	0.001	0.002	0.00058823527	0.008333334	0.0	0.0	0.0	0.0	0.0	0.005	0.06375	0.03	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.07	0.004	0.0061290325	0.008571428	0.0	0.0	0.00076923077	0.012307692	0.0028571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0125	3.4026666	0.0	0.010714286	0.08	2.8175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	6.873	0.0	0.034285713	0.0025	0.0	0.0	1.38875	0.0	0.0	0.0	0.13777778	0.0
ETS1	316.4044	1.78	27.0375	18.0375	33.985	111.074165	0.495	13.56	33.330173	10.18375	13.854	10.511291	6.71	13.47	5.3333335	4.6138887	0.17578125	25.074615	3.2675	17.954737	96.2125	1.1652727	36.0175	30.45	3.19125	24.905	134.93	31.448	12.904	9.115	17.5975	14.98	9.309375	11.255	15.201	45.741	10.381471	8.413333	15.91	8.28	0.7325	17.55	3.9816666	1.0633334	6.31375	8.2475	10.985	4.6317215	9.25	2.415	6.2825	3.1575	6.733	10.225	2.14	13.854	10.511291	24.509285	17.564	19.782858	25.074615	36.686153	37.962143	0.85	83.60286	16.46	6.5066667	7.91625	32.31333	41.58	32.57846	13.996667	37.855	22.0425	14.48625	19.381332	5.6257143	3.7028573	7.3275	4.3175	10.153	11.06	15.845	7.30125	14.240556	1.35	21.227728	10.706	87.56116	15.921764	5.5925	7.66125	0.305	18.126	10.303333	279.81213	10.65125	2.60125	1.87625	0.7675	9.702	41.92	14.655	7.1277776	2.105
ETS2	254.27562	18.65	49.5575	15.2075	13.48	39.39375	10.275	23.495	2.5834482	3.26375	11.722	16.17258	14.0	15.525	14.973333	60.879444	31.999062	9.752308	3.57	22.606842	22.76	6.7951818	3.71	48.98	16.74875	4.4875	6.56	54.516	26.55	9.7	5.09	16.275	16.4725	32.985	20.610332	29.212	10.720294	28.26	31.525	10.615	0.735	44.0125	2.9283333	2.1883333	40.8	16.115	57.23	32.704426	11.215	31.3975	8.0225	17.4525	25.055	14.95375	6.02	11.722	16.17258	12.857857	15.763333	18.424286	9.752308	32.08	97.204285	4.52	107.30929	14.87	23.346666	96.52	57.576668	54.24	59.103077	62.47333	31.0135	10.41	10.7625	25.377333	8.112143	6.635714	24.015	12.93	63.917	8.985	16.516666	38.84625	13.110556	0.76	78.37409	10.501	87.191925	17.895	3.1825	100.94	0.25	11.346	20.258333	29.12	9.4475	4.28125	6.63625	49.80875	18.829	67.41	37.215	10.201111	5.485
ETV1	397.29822	33.315	12.8875	38.535	3.8975	0.60375	0.18	18.79	1.8427587	7.23875	26.975	37.30129	12.725	32.04	6.076667	0.0	0.10796875	6.8023076	8.53	4.8221054	0.245	9.620545	0.0	2.685	0.59	4.0475	0.0	3.584	8.946	2.905	21.3625	1.505	13.84375	70.16	26.875334	2.671	12.6470585	2.4733334	2.64	0.505	0.09	18.6175	0.35333332	8.28	0.40375	1.295	1.135	11.784181	13.6175	0.6925	1.44375	0.94875	0.332	1.98375	48.18	26.975	37.30129	30.685	25.254667	22.761429	6.8023076	18.325384	25.569286	2.08	48.522858	21.71	1.5772222	1.21875	36.243332	30.12	19.862309	2.9	10.578	4.3975	0.49875	2.2846668	1.3235714	0.3235714	0.8025	1.4925	0.702	11.455	11.593333	1.735	1.0266666	0.465	15.335909	15.174	2.773077	9.23647	0.1125	1.21875	1.0225	10.286	0.58	14.631429	1.491875	0.4775	0.3075	0.2175	6.572	38.12	3.375	1.6566666	0.17
ETV2	90.19192	0.47	0.28	1.71	0.41	0.6525	0.445	0.38	0.40155172	0.36375	0.654	0.9251613	0.16	0.785	1.22	0.6905556	0.51609373	0.46153846	0.235	0.80473685	1.5025	1.1273637	0.175	0.305	0.5925	0.03	0.42666668	2.43	0.104	0.815	1.41	1.5975	1.228125	1.005	1.0913334	1.054	0.60588235	1.215	0.21166667	0.455	0.01	1.65	0.016666668	1.7966666	0.49	0.5075	0.65	0.10172131	0.69	2.8325	0.1325	0.065	0.014	0.0125	9.9	0.654	0.9251613	0.095714286	0.27066666	0.22	0.46153846	1.583077	1.6992857	0.37	1.4485714	0.12	0.6638889	0.32625	0.5133333	0.38	0.7476923	0.46333334	2.3595	1.8025	0.055	0.70666665	0.70214283	0.105	0.385	0.83	0.117	0.25	0.24333334	0.15875	0.27222222	0.025	1.4777273	1.227	0.50461537	0.9964706	0.03	0.465	0.01	5.064	0.0	0.98714286	0.015625	0.03875	0.3175	0.55125	0.25	0.25	0.46666667	0.08	0.05
ETV3	284.18768	19.875	7.7575	20.0775	6.25	12.624583	11.61	18.62	5.223621	2.65625	6.237	6.6309676	5.985	16.615	8.37	7.47	3.0717187	8.008462	2.2275	14.643684	6.53	4.6241817	3.3	13.255	9.106875	2.4925	6.17	7.302	3.174	10.405	5.5775	3.4075	6.355625	5.925	9.673333	6.212	3.9461765	3.8116667	4.615	0.9	0.305	3.01	1.2783333	1.1616666	3.03125	4.12125	11.475	6.312131	1.44	6.33	1.98	6.0425	3.567	4.2225	2.54	6.237	6.6309676	4.595714	5.6526666	7.0264287	8.008462	12.42077	12.429286	0.89	16.376429	5.3	1.5822222	28.52	12.843333	9.99	6.3446155	12.536667	14.485	5.225	3.65625	9.599334	2.0407143	11.827857	3.4025	5.51	8.27	2.7475	5.5816665	1.95875	2.2377777	0.5575	10.387273	4.313	6.275	5.5435295	1.255	22.9125	0.335	12.926	2.7	12.027857	2.578125	0.8575	0.95625	7.63625	3.392	13.53	5.1866665	2.5722222	1.525
ETV4	189.20412	13.155	5.92	85.865	4.4425	3.75625	18.77	34.545	3.4072413	1.1975	55.549	64.72355	52.8175	34.895	26.746666	7.4155555	138.78593	2.1523077	15.3475	8.586843	0.7475	25.743637	17.0175	11.565	2.926875	1.18	0.01	11.124	31.438	31.62	31.625	4.3525	25.018126	62.285	59.703	0.29	0.5570588	2.5833333	0.95666665	0.0	0.555	0.4075	0.09166667	4.511667	2.465	4.9275	2.07	0.39737704	1.155	4.1725	0.0725	1.785	0.14	0.34	15.29	55.549	64.72355	0.5321429	0.37733334	0.5392857	2.1523077	22.173845	15.727143	0.1	10.002143	0.22	0.22833334	2.03	2.32	0.75	0.9838461	0.25	5.491	2.955	0.0375	5.0593333	2.7207143	5.2707143	3.72125	0.695	0.194	1.07	0.21166667	0.1875	0.2738889	0.02	9.104091	6.784	0.48346153	8.373529	0.0025	1.55625	0.025	2.825	0.12666667	0.55214286	0.733125	0.15	0.035	4.3	0.462	1.37	0.38833332	0.22	0.22
ETV5	261.4908	41.615	25.2075	37.275	21.2875	41.759167	7.585	42.4	5.85069	20.09375	21.404	13.78871	15.6425	3.585	44.59667	4.4866667	29.370937	21.278847	7.3825	11.236842	7.3	10.125091	26.6525	40.51	3.68625	9.9675	0.305	34.048	13.314	22.895	28.7	10.3275	14.1925	10.05	15.907666	3.478	17.030294	3.5433333	4.576667	1.49	0.9775	4.57	0.78833336	9.226666	5.7975	32.51	1.22	13.896885	8.65	1.13	1.13	0.97125	7.058	2.07875	42.96	21.404	13.78871	2.2564285	3.122	2.5335715	21.278847	13.474615	5.524286	3.23	170.46857	1.81	3.0977778	3.295	21.093334	22.16	10.542308	2.7366667	21.489	11.095	1.61	9.186	6.16	35.555	21.8	3.39	9.93	6.8625	3.5516667	2.62375	0.7966667	0.735	2.8	10.471	9.862308	5.5252943	0.67125	4.05125	0.725	15.372	19.101667	7.475	5.22625	0.565	0.27875	26.07875	5.173	19.44	1.7433333	2.5622222	0.75
ETV6	294.29535	13.8	6.715	2.46	8.1925	17.898333	7.355	35.355	17.545862	1.405	5.747	7.555484	1.665	12.32	4.173333	3.3022223	1.8942188	6.003077	1.69	8.267895	5.885	3.707182	0.21	7.585	2.67	0.9225	7.8566666	3.938	1.532	24.76	2.4375	2.4575	5.88875	8.845	7.623667	4.561	4.940882	2.7933333	12.645	2.035	0.6125	5.625	2.1733334	0.9633333	2.95125	4.42375	23.735	6.279262	3.1675	3.735	2.71	2.95	1.16	4.855	3.19	5.747	7.555484	2.422857	4.6033335	5.6485715	6.003077	8.523847	12.12	0.67	11.965714	6.15	1.4972222	7.38875	18.993334	16.38	6.14	25.023333	8.152	4.6775	1.73125	5.4626665	4.547143	3.7692857	3.54625	5.9	3.92	1.77	4.2366667	4.0525	3.9755557	0.17	8.670909	2.861	13.122308	4.922059	1.16625	6.19375	0.09	5.201	5.2366667	25.615	3.311875	0.3975	1.9575	5.60125	4.272	15.54	4.195	2.211111	0.6
EVX1	137.88329	0.0	0.0	0.0	0.0	0.0	0.015	0.035	0.0006896552	0.0075	0.0	0.016451612	0.0	0.01	0.07333333	0.0011111111	0.0	0.00076923077	0.625	0.0	0.0	0.00027272728	0.0	0.005	0.35	0.0	0.0	0.06	0.074	0.03	0.0	0.0	0.0025	0.035	4.443	0.064	0.2364706	0.083333336	0.0033333334	0.0	0.0	0.08	0.0	0.0016666667	0.00375	0.08625	0.35	0.0010655738	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016451612	0.0	0.0013333333	0.0057142857	0.00076923077	0.06538462	0.008571428	0.0	0.0028571428	0.0	0.0	0.0	0.0033333334	0.0	0.00076923077	0.43333334	0.002	0.0	0.0	0.23533334	0.0092857145	0.015	0.02375	1.1	0.002	0.0	0.013333334	0.0	0.09833334	0.0	0.0027272727	0.251	0.00076923077	0.0	0.0	0.015	0.0	0.844	0.0	0.037142858	0.0	0.0	0.2	0.0025	0.0	0.0	0.61833334	0.014444444	0.1
EVX2	172.73233	0.255	0.0	0.06	0.0	0.0	0.015	0.01	0.0	0.0	0.004	0.0029032258	0.0	0.0	0.006666667	0.0	0.0	0.0034615383	0.0	0.0	0.0	0.0036363637	0.0	0.0	0.00875	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.00625	0.0	0.00066666666	0.0	0.0	0.021666666	0.0	0.0	0.0	0.09	0.0	0.17166667	0.0025	0.0	0.005	0.0012295082	0.0	0.0	0.005	0.0	0.0	0.005	1.07	0.004	0.0029032258	0.0	0.0026666666	0.0	0.0034615383	0.0046153846	0.08571429	0.0	0.004285714	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.045	0.01	0.0	0.024	0.0014285714	0.0	0.00125	0.275	0.0	0.0	0.0	0.0	0.16055556	0.0	0.03181818	0.27	0.0	0.0011764705	0.0025	0.0	0.0	0.784	0.0	0.0057142857	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.011111111	0.04
EWSR1	614.4388	162.8	133.3425	281.9175	138.5275	370.16458	152.785	154.34	223.80586	88.16375	179.757	361.45322	63.705	209.65	228.24667	270.9528	159.63657	89.94	60.1125	237.70264	425.5275	136.34918	80.355	186.29	222.81625	54.89	131.91167	181.89	62.49	72.72	129.685	88.57	227.5525	290.255	292.127	90.159	72.40736	35.65167	48.31333	12.47	5.395	65.845	10.796667	28.591667	39.135	65.6175	75.13	60.84623	44.155	84.625	20.685	35.2025	68.552	37.63625	131.11	179.757	361.45322	65.15429	53.547333	57.247856	89.94	179.41461	192.325	17.4	212.22714	44.52	43.74222	44.77	72.496666	53.96	68.91692	70.40667	131.8755	62.665	22.19375	92.46267	62.514286	58.408573	48.265	38.69	87.488	43.305	52.62	28.16	37.634445	3.0775	146.21681	90.467	95.184616	84.40088	8.83375	43.4525	3.43	182.788	24.093334	273.27	33.7625	8.42125	12.145	61.01125	20.632	51.55	45.966667	17.536667	6.705
FEV	84.2163	4.77	0.0	658.32	0.0	0.004583333	0.035	0.015	0.0	0.0	0.02	0.0051612905	0.0	0.0	0.006666667	0.0011111111	0.0021875	0.0	0.005	0.0010526315	0.0	4.089	0.0	0.0	0.02	0.0	0.0	0.014	0.008	0.0	0.0	0.0	36.984375	0.01	0.0026666666	0.111	0.75411767	0.0033333334	0.05	0.0	0.0	1.7825	0.0	0.008333334	0.005	0.00375	1.805	0.10229508	14.13	0.0	0.0	0.12125	0.0	0.0	0.06	0.02	0.0051612905	0.0057142857	0.0	0.0014285714	0.0	0.05846154	7.765714	0.12	0.014285714	0.0	0.0	0.0	0.0	0.0	0.003076923	0.62333333	0.6105	0.115	0.0025	0.030666666	2.4628572	0.0014285714	0.00125	3.005	0.002	0.0	0.0033333334	0.0	0.15555556	0.005	5.381364	0.035	0.057307694	1.3061764	0.0	0.0	0.0	0.098	0.0	0.008571428	0.0	0.0	0.18	0.0	0.0	0.0	0.0033333334	0.0	0.0
FIGLA	29.671917	0.07	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.008	0.01	0.0	0.025	0.0	0.0	0.0021875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.0076666665	0.53	0.0070588235	0.08833333	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007295082	0.0175	0.03	0.0	0.0	0.028	0.0	0.0	0.008	0.01	0.011428571	0.012	0.028571429	0.0	0.0	0.011428571	0.0	0.0035714286	0.0	0.0	0.0	0.02	0.0	0.04923077	0.0	0.0	0.0	0.0075	3.44	0.15428571	0.0	0.00625	0.0	0.055	0.0	0.013333334	0.0	0.011111111	0.0	0.020909091	0.0	0.03076923	0.0067647058	0.0	0.02	0.0	0.303	0.0	0.01	0.0	0.0	0.0	0.0	0.004	0.07	0.0	0.093333334	0.0
